City,Quality of Life Index,Purchasing Power Index,Safety Index,Health Care Index,Cost of Living Index,Property Price to Income Ratio,Traffic Commute Time Index,Pollution Index,Climate Index,Year
"Seoul, South Korea",177.47,116.87,85.72,81.54,78.33,16.64,31.44,35.35,53.67,2016
"Berlin, Germany",177.4,122.7,61.46,76.03,66.34,8.59,33.5,38.05,62.3,2016
"Phoenix, AZ, United States",176.28,199.38,40.95,66.55,70.84,2.11,30.0,67.83,51.85,2016
"Thessaloniki, Greece",176.15,82.69,68.85,75.81,52.04,6.15,22.83,57.92,89.81,2016
"Gdansk, Poland",176.11,81.93,72.46,64.41,39.32,10.86,26.1,32.68,69.82,2016
"Lisbon, Portugal",175.44,76.2,65.18,68.56,50.87,12.09,35.85,34.41,96.14,2016
"Tallinn, Estonia",174.62,78.76,73.79,67.43,50.52,11.38,20.27,17.0,44.42,2016
"Brno, Czech Republic",172.38,93.74,70.14,71.99,41.65,9.67,26.31,43.27,62.06,2016
"Porto, Portugal",171.18,80.28,52.44,72.89,49.33,7.7,31.0,42.54,90.24,2016
"Edmonton, Canada",170.54,128.64,59.81,74.83,70.76,5.39,38.0,28.49,33.57,2016
"Ljubljana, Slovenia",169.87,91.62,71.89,58.38,53.0,10.61,21.88,33.0,56.15,2016
"Montreal, Canada",169.64,130.67,61.95,60.58,61.69,6.52,43.82,35.84,53.65,2016
"Atlanta, GA, United States",168.57,139.39,35.99,71.21,75.7,3.4,36.42,55.12,79.66,2016
"Pretoria, South Africa",168.42,172.73,19.23,62.86,34.89,1.83,48.45,75.27,95.57,2016
"Madrid, Spain",167.74,101.77,68.28,76.17,60.79,11.16,34.64,61.39,87.98,2016
"Cluj-Napoca, Romania",166.61,70.28,78.63,62.27,34.68,11.05,32.75,33.23,61.57,2016
"Timisoara, Romania",166.14,67.5,76.8,58.79,33.16,10.68,16.88,51.93,75.2,2016
"Tokyo, Japan",165.99,113.5,79.7,77.73,85.09,25.97,48.52,34.86,80.29,2016
"San Francisco, CA, United States",164.41,105.83,52.1,72.6,103.36,13.7,35.12,44.21,96.78,2016
"Prague, Czech Republic",163.95,90.61,68.95,71.67,43.1,12.78,37.53,42.09,65.56,2016
"Regina, Canada",163.19,148.44,54.53,63.29,67.17,3.74,30.56,35.85,15.16,2016
"Winnipeg, Canada",163.15,133.14,48.52,71.01,63.64,4.38,29.38,36.66,26.94,2016
"Oslo, Norway",162.79,126.32,61.97,70.02,95.98,9.43,38.83,25.11,36.09,2016
"Izmir, Turkey",162.47,66.68,69.25,84.03,43.47,6.52,37.71,65.47,90.56,2016
"Taipei, Taiwan",162.06,126.06,80.25,86.29,56.67,26.02,26.42,43.37,32.93,2016
"Dublin, Ireland",160.23,120.17,45.59,48.18,80.34,9.86,35.73,32.7,71.38,2016
"Zagreb, Croatia",159.94,70.89,68.53,63.75,48.97,12.26,33.7,37.61,71.58,2016
"Abu Dhabi, United Arab Emirates",159.21,158.23,83.29,56.71,61.47,5.07,28.9,55.15,0.35,2016
"Barcelona, Spain",158.99,111.05,58.21,70.75,62.86,9.84,35.55,70.97,89.34,2016
"Los Angeles, CA, United States",157.81,127.13,45.76,65.37,77.78,9.02,36.73,70.79,96.14,2016
"Manchester, United Kingdom",157.22,99.03,47.59,73.23,84.8,7.64,38.82,43.56,75.16,2016
"Bratislava, Slovakia",156.11,72.02,65.97,62.04,49.76,12.5,28.1,44.17,70.89,2016
"Chicago, IL, United States",155.91,127.65,32.75,63.79,85.14,4.27,40.17,39.28,61.04,2016
"Philadelphia, PA, United States",155.8,108.23,35.67,66.82,83.57,4.89,28.29,51.6,76.18,2016
"Novi Sad, Serbia",154.46,56.05,50.06,49.54,33.24,13.08,18.67,38.74,84.16,2016
"Warsaw, Poland",153.06,85.41,73.67,61.57,40.75,12.37,36.6,53.16,63.39,2016
"Banja Luka, Bosnia And Herzegovina",152.36,60.43,69.38,50.14,34.59,12.14,24.4,51.41,77.96,2016
"Brussels, Belgium",152.1,114.79,45.46,76.47,79.07,7.5,31.0,70.47,77.32,2016
"Tel Aviv-Yafo, Israel",151.55,92.22,68.57,76.41,81.06,18.9,42.33,51.53,80.9,2016
"Houston, TX, United States",149.92,138.45,40.66,66.76,75.19,3.28,38.0,69.72,62.62,2016
"Miami, FL, United States",149.87,132.1,39.3,60.19,79.98,5.95,45.5,39.13,48.19,2016
"Durban, South Africa",148.94,119.96,20.1,43.22,33.35,3.0,38.7,53.61,76.76,2016
"Johannesburg, South Africa",148.52,130.0,16.64,60.3,37.58,2.97,44.82,73.68,92.2,2016
"Dubai, United Arab Emirates",143.82,129.65,77.16,59.69,70.12,5.57,32.68,58.11,8.36,2016
"Brasilia, Brazil",143.23,68.33,34.74,41.41,40.69,14.75,30.82,32.66,84.08,2016
"Wroclaw, Poland",141.97,80.07,65.89,56.67,38.76,10.16,44.71,56.57,64.61,2016
"Vilnius, Lithuania",141.38,62.2,62.03,69.22,46.75,13.16,29.89,25.44,24.42,2016
"Paris, France",141.15,112.52,45.93,74.8,81.61,17.99,37.0,64.75,78.46,2016
"Turin, Italy",140.48,99.57,40.46,68.55,68.12,12.32,27.7,78.78,90.63,2016
"Krakow (Cracow), Poland",139.68,81.0,64.34,65.72,38.51,12.28,31.7,69.72,62.25,2016
"Curitiba, Brazil",139.46,48.79,34.84,49.34,38.34,14.15,35.38,37.44,94.51,2016
"Hyderabad, India",138.1,94.58,57.31,73.45,24.06,6.73,42.45,83.71,61.61,2016
"Milan, Italy",138.06,93.29,50.18,74.92,73.85,16.96,39.22,63.08,78.15,2016
"Bangalore, India",138.04,113.87,50.0,58.41,25.9,8.19,48.92,83.51,75.24,2016
"Athens, Greece",138.01,64.66,51.33,52.7,56.0,9.69,35.46,62.74,91.69,2016
"Sofia, Bulgaria",137.56,65.96,50.85,53.14,37.6,8.87,31.44,58.33,70.99,2016
"Ankara, Turkey",137.17,81.87,53.82,66.91,44.02,6.22,38.2,66.51,58.41,2016
"Budapest, Hungary",136.9,60.56,58.88,51.85,42.55,10.1,34.44,52.69,66.89,2016
"Pune, India",135.89,109.11,53.36,68.89,26.55,10.18,49.45,81.5,65.11,2016
"Doha, Qatar",135.69,144.01,77.18,70.16,70.0,7.23,33.56,82.77,9.26,2016
"Santiago, Chile",135.25,68.85,53.14,62.31,46.09,9.47,35.0,78.1,88.93,2016
"Buenos Aires, Argentina",132.74,73.78,37.8,76.38,67.84,12.76,46.5,63.74,91.7,2016
"Sarajevo, Bosnia And Herzegovina",131.8,58.85,49.05,63.1,35.97,12.65,23.27,69.53,72.67,2016
"Istanbul, Turkey",130.51,60.18,53.56,71.75,48.68,11.7,59.27,63.81,89.13,2016
"Belgrade, Serbia",129.77,47.59,59.35,57.21,36.55,20.21,31.03,61.29,84.16,2016
"London, United Kingdom",128.01,94.85,51.63,73.79,94.82,33.51,45.86,54.27,92.63,2016
"Tbilisi, Georgia",126.24,30.75,77.8,56.76,29.57,15.74,34.7,74.64,82.21,2016
"Montevideo, Uruguay",124.82,52.04,42.35,65.45,57.04,13.92,52.29,56.71,91.86,2016
"Bucharest, Romania",123.66,59.96,69.74,52.49,37.42,11.51,38.9,72.39,61.02,2016
"Minsk, Belarus",123.28,40.11,75.25,60.04,40.51,22.13,31.08,39.67,35.63,2016
"New York, NY, United States",121.61,100.0,49.11,57.34,100.0,21.6,43.43,61.38,76.72,2016
"Almaty, Kazakhstan",119.87,61.77,50.31,66.36,31.31,13.05,24.33,72.08,46.0,2016
"Rome, Italy",119.69,89.49,44.13,55.25,70.02,20.21,46.43,72.77,91.35,2016
"Amman, Jordan",119.46,50.3,50.74,68.49,55.13,9.46,51.29,77.89,89.26,2016
"Skopje, North Macedonia",113.6,46.04,57.73,64.19,34.78,16.04,44.08,80.59,78.81,2016
"Chisinau, Moldova",110.77,32.11,53.39,52.58,25.93,18.68,35.3,63.22,67.71,2016
"Mexico City, Mexico",109.42,64.78,33.96,64.58,39.16,10.84,47.09,84.42,78.39,2016
"Porto Alegre, Brazil",109.01,59.04,24.01,51.74,41.61,13.94,40.18,65.19,77.02,2016
"Hong Kong, Hong Kong",108.33,102.32,79.15,74.3,81.48,37.57,46.4,67.17,39.9,2016
"Beirut, Lebanon",105.98,65.42,48.85,71.94,66.37,15.05,39.57,92.99,73.42,2016
"Chennai, India",104.46,100.59,54.93,70.34,24.89,12.4,36.38,76.55,-9.54,2016
"Bogota, Colombia",100.82,41.38,40.66,70.92,32.43,19.98,47.37,74.81,71.21,2016
"Lima, Peru",99.6,53.69,29.92,65.37,41.7,14.2,39.5,88.59,76.72,2016
"Shanghai, China",97.6,83.07,68.18,58.0,60.49,30.23,49.5,86.51,63.66,2016
"Singapore, Singapore",93.09,110.5,84.19,69.06,83.67,23.17,43.43,38.83,-66.63,2016
"Kiev (Kyiv), Ukraine",90.57,33.79,58.56,55.25,29.77,26.48,35.7,77.7,55.51,2016
"Saint Petersburg, Russia",89.94,57.57,55.21,59.84,42.26,15.38,51.95,70.0,23.7,2016
"Tehran, Iran",87.24,47.08,42.87,48.25,44.27,15.57,53.78,87.48,74.61,2016
"Moscow, Russia",84.62,64.53,53.58,55.77,44.33,23.44,56.52,63.54,25.27,2016
"Beijing, China",84.38,85.73,63.42,55.56,51.39,33.45,46.8,89.09,45.36,2016
"Sao Paulo, Brazil",84.0,45.09,24.1,53.41,42.9,20.67,46.19,90.22,90.06,2016
"Cairo, Egypt",82.36,39.61,41.73,46.44,37.73,10.38,53.45,99.1,75.59,2016
"Delhi, India",77.68,85.34,39.72,64.34,28.74,18.21,53.39,94.14,22.75,2016
"Karachi, Pakistan",75.1,50.76,30.3,55.2,28.59,11.1,40.6,88.58,27.47,2016
"Davao, Philippines",72.87,42.08,73.34,71.88,34.59,26.56,28.92,67.19,-33.3,2016
"Colombo, Sri Lanka",71.29,26.95,52.14,79.44,38.12,21.11,52.88,61.62,-2.16,2016
"Kolkata, India",62.87,80.59,51.31,50.51,24.8,10.14,71.47,81.63,-19.93,2016
"Jakarta, Indonesia",59.41,37.46,49.56,58.19,43.92,22.62,48.75,82.88,14.81,2016
"Rio de Janeiro, Brazil",55.88,44.57,22.81,39.01,45.0,24.77,57.35,79.1,52.45,2016
"Mumbai, India",54.62,83.25,49.01,61.51,28.93,35.25,68.84,89.62,14.84,2016
"Bangkok, Thailand",51.49,50.32,54.73,82.25,48.68,22.26,50.73,73.29,-45.35,2016
"Kuala Lumpur, Malaysia",43.23,96.65,26.84,60.05,42.32,9.65,46.35,74.89,-83.32,2016
"Manila, Philippines",41.1,46.51,50.79,63.86,41.46,15.79,60.64,96.08,-19.97,2016
"Dhaka, Bangladesh",29.84,43.19,29.64,37.54,38.64,11.61,63.88,91.12,-10.49,2016
"Ho Chi Minh City, Vietnam",8.92,25.01,41.39,43.94,42.46,31.69,33.23,94.0,-39.79,2016
"Canberra, Australia",222.99,141.65,73.91,81.03,77.54,5.85,23.3,14.71,79.57,2017
"Raleigh, NC, United States",217.92,146.98,71.38,76.16,72.69,2.6,30.67,20.0,77.57,2017
"Wellington, New Zealand",213.66,120.31,70.15,69.53,77.3,5.81,25.07,11.15,87.79,2017
"Victoria, Canada",202.78,118.14,65.63,67.9,73.78,5.38,27.3,12.5,75.35,2017
"Edinburgh, United Kingdom",200.47,100.17,70.97,80.63,72.04,7.09,20.59,15.57,69.68,2017
"Adelaide, Australia",199.84,110.82,66.28,73.29,80.25,5.95,29.92,21.98,89.35,2017
"Eindhoven, Netherlands",196.38,116.79,74.63,87.37,70.28,5.12,30.36,20.53,50.9,2017
"Vienna, Austria",195.78,98.5,78.19,81.05,68.59,13.68,25.55,18.97,75.37,2017
"San Diego, CA, United States",194.78,128.92,63.44,74.68,77.93,5.83,43.09,34.57,95.27,2017
"Melbourne, Australia",193.71,127.42,58.98,75.15,80.31,7.61,35.9,29.63,89.15,2017
"Brisbane, Australia",192.69,118.86,63.97,79.68,79.8,6.97,42.43,21.7,79.79,2017
"Zurich, Switzerland",192.05,134.5,81.86,73.64,130.04,10.39,33.77,14.06,61.05,2017
"Munich, Germany",191.86,123.5,84.28,82.73,71.82,12.32,33.58,17.42,44.62,2017
"Dallas, TX, United States",191.44,163.48,56.5,68.12,70.2,2.31,39.97,43.87,72.26,2017
"Sacramento, CA, United States",188.98,122.17,53.37,71.34,80.25,3.82,22.68,43.39,90.06,2017
"Bursa, Turkey",188.48,67.07,78.62,86.54,35.32,4.62,37.65,30.08,76.58,2017
"Salt Lake City, UT, United States",188.12,152.54,74.31,69.07,68.46,3.04,38.0,54.27,68.47,2017
"Luxembourg, Luxembourg",187.65,117.13,75.55,74.54,79.84,11.89,33.5,20.39,62.83,2017
"Cork, Ireland",187.33,116.8,67.56,61.96,74.19,6.05,39.5,18.51,70.06,2017
"Portland, OR, United States",186.75,117.83,55.92,70.7,80.6,5.19,29.71,22.48,69.06,2017
"Perth, Australia",186.43,113.65,54.9,71.49,85.73,6.47,36.65,27.84,90.86,2017
"Columbus, OH, United States",186.2,120.68,55.53,69.08,71.7,2.64,26.0,24.91,58.23,2017
"Copenhagen, Denmark",184.09,102.15,78.77,70.03,87.96,8.3,30.88,24.55,67.07,2017
"Ottawa, Canada",183.54,126.26,77.73,69.01,68.46,5.99,37.83,15.76,31.35,2017
"Boston, MA, United States",183.53,131.75,64.25,73.39,89.4,7.55,47.62,24.58,69.96,2017
"San Jose, CA, United States",182.82,152.9,49.03,63.48,82.75,5.79,33.43,55.85,96.06,2017
"Austin, TX, United States",181.79,126.85,65.27,71.56,74.07,4.55,40.28,36.34,67.06,2017
"Denver, CO, United States",180.71,139.95,63.56,77.81,82.6,4.11,36.47,37.87,51.86,2017
"Geneva, Switzerland",179.04,121.11,72.52,68.85,132.79,11.19,23.0,28.74,70.4,2017
"Leeds, United Kingdom",177.97,106.22,56.64,79.07,65.46,4.68,33.0,38.49,70.93,2017
"Gothenburg, Sweden",177.88,112.08,54.08,63.49,76.01,10.26,20.73,20.53,60.25,2017
"Seattle, WA, United States",177.79,119.76,60.53,73.25,90.54,6.0,43.38,31.38,74.09,2017
"Hamilton, Canada",177.67,130.23,51.91,80.01,61.51,5.83,38.25,41.43,64.99,2017
"Minneapolis, MN, United States",177.63,119.76,53.18,79.56,82.92,3.23,34.31,19.37,42.41,2017
"Vancouver, Canada",177.37,91.28,64.19,73.31,72.7,13.12,43.32,25.53,91.56,2017
"Tampa, FL, United States",176.22,100.2,55.39,68.82,75.75,3.75,32.08,23.27,62.74,2017
"Amsterdam, Netherlands",176.19,90.41,67.4,72.78,78.01,10.36,27.86,32.08,77.0,2017
"Glasgow, United Kingdom",175.59,103.45,52.75,87.45,68.91,5.0,45.11,29.95,68.32,2017
"Sydney, Australia",174.77,109.23,59.76,72.0,86.03,12.4,42.3,28.68,84.56,2017
"Helsinki, Finland",174.73,110.6,72.85,74.64,78.35,10.31,35.97,18.04,40.43,2017
"Berlin, Germany",174.73,116.11,63.28,78.7,64.18,8.84,32.42,42.15,62.3,2017
"Halifax, Canada",174.11,94.86,54.21,75.33,76.49,5.76,27.0,21.66,55.85,2017
"Auckland, New Zealand",172.51,102.2,54.38,69.72,83.9,10.09,39.87,28.57,84.79,2017
"Toronto, Canada",171.72,115.94,65.06,72.59,70.3,8.5,42.37,41.48,70.35,2017
"Gdansk, Poland",171.53,72.08,68.78,62.88,39.06,10.07,26.35,31.03,69.82,2017
"Reykjavik, Iceland",170.92,77.42,75.92,66.79,111.59,6.37,20.62,11.96,44.53,2017
"Frankfurt, Germany",170.6,114.94,60.89,71.49,75.21,8.87,27.58,37.27,56.25,2017
"Mangalore, India",169.52,106.45,82.49,78.77,21.92,5.15,30.86,18.45,-17.12,2017
"Calgary, Canada",169.1,116.66,67.15,69.55,75.21,5.7,37.09,24.65,33.53,2017
"Hamburg, Germany",168.7,106.88,52.01,82.92,75.76,9.56,33.81,27.52,53.48,2017
"Ljubljana, Slovenia",168.45,72.23,75.93,64.43,58.74,11.48,25.7,27.53,60.5,2017
"Porto, Portugal",167.69,66.31,56.14,75.33,48.72,9.27,31.85,40.52,89.84,2017
"Lisbon, Portugal",167.53,61.33,66.94,68.03,50.47,14.74,34.27,34.26,94.26,2017
"Rotterdam, Netherlands",166.8,100.43,59.08,77.61,71.92,5.83,31.83,40.74,58.68,2017
"Atlanta, GA, United States",166.55,148.36,35.19,65.63,76.09,2.74,39.03,54.6,74.47,2017
"Riyadh, Saudi Arabia",166.53,148.29,79.19,70.1,47.79,2.38,40.27,71.06,38.04,2017
"Brno, Czech Republic",166.42,75.76,71.51,75.87,41.16,10.47,26.18,46.3,65.35,2017
"Tallinn, Estonia",165.57,68.76,76.98,68.42,51.37,11.42,28.52,21.16,44.56,2017
"Las Vegas, NV, United States",165.12,145.23,44.2,64.37,71.63,2.41,38.54,50.11,57.18,2017
"Taipei, Taiwan",165.08,119.79,84.24,84.69,66.23,15.63,31.45,47.74,35.2,2017
"Madrid, Spain",164.94,85.18,68.54,78.3,60.49,11.27,38.09,54.94,88.62,2017
"Zagreb, Croatia",164.21,67.14,71.39,68.05,48.57,11.12,31.34,36.35,70.35,2017
"Cape Town, South Africa",163.83,86.13,29.07,73.11,44.05,6.2,42.12,39.95,96.6,2017
"San Francisco, CA, United States",163.49,96.76,49.7,68.6,99.14,12.11,39.78,36.29,97.02,2017
"Montreal, Canada",163.44,103.16,64.99,61.93,71.16,6.49,40.91,32.3,55.23,2017
"Phoenix, AZ, United States",162.2,146.53,43.14,73.11,69.08,2.58,29.17,62.23,50.48,2017
"Houston, TX, United States",161.36,150.24,37.31,74.39,75.4,1.93,43.51,57.12,59.4,2017
"Philadelphia, PA, United States",161.05,129.65,40.91,69.9,86.35,2.58,41.71,50.88,70.79,2017
"Prague, Czech Republic",160.99,76.62,70.23,70.89,43.63,14.25,37.06,37.62,66.91,2017
"Cluj-Napoca, Romania",160.81,51.76,80.91,67.32,36.81,12.58,29.21,36.11,62.69,2017
"Stockholm, Sweden",160.24,101.95,54.22,68.0,83.42,15.36,39.35,16.27,55.44,2017
"Seoul, South Korea",160.16,90.86,76.2,86.96,79.77,17.82,34.24,37.48,53.64,2017
"Edmonton, Canada",158.83,113.83,59.29,76.06,72.74,5.56,35.22,27.6,18.7,2017
"Los Angeles, CA, United States",158.63,124.27,45.33,60.15,80.67,5.7,45.0,62.09,95.86,2017
"Bratislava, Slovakia",157.23,70.94,70.31,63.25,47.6,11.39,36.14,41.9,70.63,2017
"Orlando, FL, United States",156.34,107.49,45.03,64.22,79.53,2.8,39.7,37.75,57.71,2017
"Abu Dhabi, United Arab Emirates",155.88,136.07,84.49,58.36,65.96,4.81,25.61,54.5,6.01,2017
"Dublin, Ireland",154.93,99.0,47.19,51.07,79.72,8.01,36.87,32.99,71.38,2017
"Manchester, United Kingdom",154.38,97.0,46.84,76.71,69.06,5.97,41.89,52.26,74.07,2017
"Muscat, Oman",153.18,119.41,74.84,58.12,54.38,3.54,15.2,49.43,-0.57,2017
"Chicago, IL, United States",152.01,122.99,34.61,65.41,84.51,3.55,45.25,39.78,57.87,2017
"Warsaw, Poland",151.61,74.32,73.85,60.84,40.79,11.81,38.59,46.94,62.36,2017
"Timisoara, Romania",151.54,49.71,76.82,63.04,35.38,11.96,21.0,58.68,73.37,2017
"Banja Luka, Bosnia And Herzegovina",150.78,51.23,72.66,51.71,34.7,12.83,26.91,48.31,77.42,2017
"Tel Aviv-Yafo, Israel",150.17,90.0,68.67,75.63,80.11,18.28,40.19,52.95,78.56,2017
"Thessaloniki, Greece",150.11,50.44,66.11,67.22,55.88,9.11,24.56,62.96,89.07,2017
"Honolulu, HI, United States",149.99,85.56,63.62,65.51,99.54,10.01,39.36,42.9,71.9,2017
"Monterrey, Mexico",149.52,91.05,49.33,58.82,32.93,4.21,27.2,65.43,65.86,2017
"Brussels, Belgium",148.19,95.8,45.48,77.17,75.85,7.49,32.86,64.96,77.32,2017
"Barcelona, Spain",147.64,83.1,60.35,72.99,61.13,11.78,35.5,69.43,86.15,2017
"Regina, Canada",145.49,115.17,46.62,64.32,72.1,4.75,28.85,36.49,16.6,2017
"Izmir, Turkey",144.19,54.23,73.43,77.11,36.14,8.28,40.36,64.83,67.68,2017
"Johannesburg, South Africa",142.27,111.67,21.51,60.11,44.99,2.8,46.44,72.72,92.6,2017
"Novi Sad, Serbia",141.85,39.33,54.98,47.35,34.27,17.04,18.45,41.65,81.15,2017
"Oslo, Norway",141.77,101.49,51.2,70.29,106.93,10.33,40.44,24.71,31.76,2017
"Durban, South Africa",140.95,98.38,21.42,46.27,40.94,2.75,36.13,55.7,77.02,2017
"Dubai, United Arab Emirates",139.71,113.31,79.24,61.17,71.46,5.8,34.82,55.95,10.2,2017
"Riga, Latvia",139.49,52.01,62.68,58.1,49.2,10.47,28.95,33.94,43.04,2017
"Krakow (Cracow), Poland",138.73,73.94,68.92,63.19,38.58,11.13,32.29,68.86,60.63,2017
"Winnipeg, Canada",137.94,87.99,48.37,66.41,70.21,5.21,32.15,40.3,28.37,2017
"Curitiba, Brazil",137.0,50.73,34.84,57.0,49.73,11.81,39.05,43.38,93.37,2017
"Pune, India",136.91,103.45,54.23,65.69,27.2,8.36,50.02,77.41,65.11,2017
"Vilnius, Lithuania",136.71,54.06,67.56,69.6,47.24,15.33,29.76,25.8,20.64,2017
"Iasi, Romania",136.59,49.63,74.67,65.51,33.87,12.75,34.6,61.27,61.73,2017
"Tokyo, Japan",136.41,98.6,80.36,75.51,90.97,19.88,44.19,43.8,31.91,2017
"New York, NY, United States",135.86,100.0,52.38,65.06,100.0,12.95,48.22,59.35,80.53,2017
"Wroclaw, Poland",135.25,69.21,64.36,56.19,38.37,9.73,41.41,60.26,62.41,2017
"Sofia, Bulgaria",134.23,57.21,54.44,53.96,37.65,9.26,29.87,60.97,69.85,2017
"Medellin, Colombia",133.9,37.96,49.27,73.6,33.91,15.9,35.0,64.79,96.03,2017
"Turin, Italy",133.75,80.05,45.04,66.53,65.01,10.42,29.0,75.74,82.03,2017
"Budapest, Hungary",132.89,52.33,61.36,53.05,43.9,11.59,35.84,52.35,66.49,2017
"Guadalajara, Mexico",132.01,50.43,46.13,78.38,29.39,7.33,48.57,71.24,84.8,2017
"Doha, Qatar",131.31,111.7,83.43,65.58,69.02,6.36,32.97,73.94,9.26,2017
"Miami, FL, United States",130.87,90.43,46.11,55.66,86.22,6.64,42.07,40.06,41.99,2017
"Buenos Aires, Argentina",129.99,56.86,38.89,72.42,54.74,13.28,43.71,60.62,90.67,2017
"Hyderabad, India",129.9,74.08,62.71,69.55,24.06,7.07,40.36,80.55,53.7,2017
"Ankara, Turkey",129.54,62.0,57.15,70.21,37.33,7.0,35.45,73.46,58.49,2017
"Brasilia, Brazil",129.05,48.71,35.48,41.23,56.06,16.05,30.31,34.66,81.71,2017
"Milan, Italy",128.81,76.86,52.81,70.96,76.81,17.87,37.62,63.64,75.5,2017
"Belgrade, Serbia",127.65,40.31,62.88,55.58,36.28,21.24,33.42,58.53,84.16,2017
"Paris, France",127.47,95.4,47.25,72.71,83.2,16.82,41.62,68.46,73.0,2017
"Istanbul, Turkey",126.44,55.18,49.8,69.69,41.56,11.82,55.67,65.82,86.87,2017
"Athens, Greece",125.52,51.3,49.28,49.76,58.6,10.31,36.59,67.46,91.5,2017
"Tbilisi, Georgia",124.39,32.22,80.04,52.58,27.99,12.54,39.1,78.98,81.57,2017
"Yerevan, Armenia",124.18,33.28,70.82,51.67,34.6,14.67,28.89,60.15,61.87,2017
"Santiago, Chile",123.96,56.32,47.45,62.8,53.6,11.25,36.65,77.72,89.39,2017
"Sarajevo, Bosnia And Herzegovina",123.68,48.9,51.5,63.02,37.63,12.97,27.89,70.45,69.15,2017
"Bucharest, Romania",122.98,53.59,71.08,51.55,38.54,10.98,37.82,71.28,61.02,2017
"London, United Kingdom",120.87,83.32,53.83,69.26,81.63,27.8,47.34,55.72,75.72,2017
"Minsk, Belarus",119.58,36.44,78.65,58.88,34.73,18.8,27.96,42.27,20.07,2017
"Coimbatore, India",117.59,51.61,63.25,72.73,23.46,9.81,51.69,63.89,38.34,2017
"Bangalore, India",117.34,96.06,52.74,68.47,27.06,8.09,52.09,82.98,40.05,2017
"Amman, Jordan",116.82,41.69,55.2,71.59,61.8,8.4,50.32,81.57,88.42,2017
"Jeddah (Jiddah), Saudi Arabia",114.29,111.99,71.22,56.72,50.07,3.47,43.92,78.94,-1.45,2017
"Rome, Italy",113.99,72.41,44.53,58.35,74.06,23.04,46.7,66.63,90.08,2017
"Skopje, North Macedonia",112.13,39.69,55.68,63.22,34.53,15.93,34.3,81.98,75.54,2017
"Montevideo, Uruguay",108.87,32.43,44.27,67.24,70.16,20.02,51.78,56.6,89.08,2017
"Ahmedabad, India",106.74,61.66,71.25,70.6,25.96,8.89,39.47,72.32,0.47,2017
"Almaty, Kazakhstan",105.82,49.62,49.73,65.81,32.67,12.58,26.6,77.19,37.3,2017
"Porto Alegre, Brazil",105.72,47.52,23.0,56.18,52.79,13.57,43.95,59.55,77.08,2017
"Gurgaon, India",104.78,110.16,37.54,75.24,31.4,7.85,49.38,88.65,19.54,2017
"Beirut, Lebanon",104.16,51.84,50.82,67.72,64.27,15.05,35.21,87.37,69.39,2017
"Chiang Mai, Thailand",104.11,32.38,67.3,86.71,43.52,17.1,29.67,77.62,30.41,2017
"Mexico City, Mexico",102.97,58.17,33.9,66.86,33.59,10.03,54.11,88.02,77.0,2017
"Hong Kong, Hong Kong",94.45,81.45,79.32,67.99,79.96,36.15,42.22,69.9,29.73,2017
"Bogota, Colombia",94.42,36.69,36.36,65.23,38.32,21.08,46.03,74.14,73.33,2017
"Baku, Azerbaijan",93.46,30.62,72.53,35.88,28.59,20.06,39.77,86.69,68.09,2017
"Lviv, Ukraine",92.89,24.38,59.13,54.34,24.29,25.91,44.7,55.34,43.68,2017
"Saint Petersburg, Russia",92.34,50.13,57.72,61.32,44.4,14.66,52.14,62.39,20.22,2017
"Shanghai, China",90.89,74.16,65.41,58.96,54.42,32.62,45.92,87.26,59.15,2017
"Moscow, Russia",88.02,57.38,54.68,57.34,47.81,20.81,54.36,62.88,28.54,2017
"Kiev (Kyiv), Ukraine",87.34,29.9,49.95,53.39,27.72,23.49,37.03,71.91,49.08,2017
"Lahore, Pakistan",87.22,47.35,48.87,59.26,32.29,13.61,40.29,80.11,27.54,2017
"Lima, Peru",87.18,44.44,31.73,59.95,43.01,15.18,45.38,89.32,71.16,2017
"Singapore, Singapore",86.5,92.7,83.42,69.87,82.41,21.63,43.39,37.04,-71.47,2017
"Sao Paulo, Brazil",85.67,42.51,27.81,54.62,57.86,18.75,46.1,86.08,87.34,2017
"Tehran, Iran",85.34,39.85,44.56,52.24,42.14,15.29,55.31,87.22,71.48,2017
"Karachi, Pakistan",85.03,43.21,35.82,57.25,28.61,8.52,40.84,95.29,50.24,2017
"Cairo, Egypt",82.51,28.1,44.09,42.47,22.76,10.81,52.41,95.99,75.59,2017
"Chennai, India",81.27,79.47,55.35,74.25,26.87,12.57,44.9,78.79,-29.93,2017
"Delhi, India",80.1,77.84,39.21,65.85,29.19,14.77,52.77,92.93,23.93,2017
"Colombo, Sri Lanka",78.93,24.88,68.13,79.15,38.25,22.56,56.47,59.25,2.4,2017
"Yekaterinburg, Russia",77.86,50.08,48.8,65.17,38.75,11.74,33.33,78.02,-8.93,2017
"Beijing, China",75.2,70.92,58.35,66.09,48.92,33.75,51.45,93.3,45.36,2017
"Panama City, Panama",74.56,35.14,53.93,57.91,64.23,12.42,35.06,65.58,-6.22,2017
"Davao, Philippines",63.79,35.6,71.6,71.9,31.84,25.92,31.12,60.05,-54.27,2017
"Rio de Janeiro, Brazil",60.66,43.26,22.13,37.08,58.11,19.6,56.92,70.41,48.16,2017
